KID,LATITUDE,LONGITUDE,IP(DCA),B,D,Pressure,So,Sw,K,Porosity,Skin,Q,Shaliness
1001218553,39.0698037,-99.2049817,245,0.00834896,9.15399,917,0.764,0.28,2,0.0703,1.85,2955,0.26
1001218555,39.0733494,-99.2119054,248,0.008321054,9.680078,1055,0.726,0.217,22,0.0758,4.94,2799,0.13
1001218557,39.071527,-99.2117804,229,0.008193208,8.909742,1000,0.693,0.278,18,0.0624,4.25,2754,0.149
1001218551,39.0716168,-99.2049554,210,0.008197998,8.879388,1035,0.688,0.213,31,0.0658,4.57,2679,0.142
1001218550,39.0734299,-99.204929,229,0.008490701,9.061917,977,0.747,0.289,23,0.0781,8.75,2662,0.235
1001218552,39.0734031,-99.2072545,226,0.008069446,9.005905,944,0.721,0.286,48,0.0612,7.85,2095,0.11
1001218659,39.06791,-99.2119845,230,0.008144215,8.991382,1023,0.65,0.247,7,0.0812,6.95,2048,0.129
1001218556,39.0733762,-99.2095799,231,0.008932863,9.389779,980,0.726,0.208,16,0.0623,4.28,2032,0.3
1036117672,39.0715482,-99.2097087,227,0.008253543,9.041707,914,0.707,0.3,50,0.065,8.96,1638,0.216
1001218570,39.0660701,-99.2143363,223,0.00864047,8.726913,1027,0.641,0.284,20,0.0887,5.33,996,0.137
1001218554,39.0678989,-99.2048615,216,0.008574947,9.248173,1004,0.64,0.224,33,0.086,5.65,962,0.171
1001217818,39.0679369,-99.209659,217,0.00855342,9.282192,961,0.621,0.215,7,0.0803,6.29,417,0.221
1001217820,39.0679637,-99.2073335,228,0.008126114,9.39569,1076,0.676,0.253,24,0.085,7.93,97,0.162
1001218401,39.084433,-99.2049451,211,0.008423641,9.020828,994,0.757,0.22,46,0.0748,1.8,2841,0.156
1001218308,39.1057147,-99.1516167,222,0.008188928,9.053633,1099,0.657,0.275,23,0.0652,1.4,2940,0.25
1001218309,39.1049589,-99.1498213,236,0.008863294,9.692236,1040,0.759,0.279,14,0.0684,6.36,2168,0.177
1001215553,39.0903533,-99.1620883,228,0.008507024,9.048814,922,0.713,0.279,26,0.0798,8.19,9969,0.291
1001215551,39.0921775,-99.1655773,244,0.008221858,8.995636,1091,0.624,0.217,29,0.0634,2.05,9481,0.192
1001215550,39.0903485,-99.1656443,200,0.008995288,8.777685,958,0.727,0.236,27,0.0827,4.19,5303,0.296
1001215552,39.0920873,-99.1631949,235,0.008410197,9.335007,926,0.758,0.228,36,0.0663,2.44,5024,0.255
1001215554,39.0911682,-99.1584935,235,0.008530515,9.635901,933,0.622,0.276,32,0.0645,4.72,4868,0.229
1006044415,39.0947656,-99.3571015,200,0.008520959,9.064461,1076,0.772,0.252,11,0.0765,6.28,9,0.187
1031684072,39.0893377,-99.3478383,240,0.008405666,8.801299,969,0.739,0.222,42,0.062,7.26,2,0.22
1006045181,39.0893206,-99.340976,238,0.008426195,9.434393,923,0.66,0.209,7,0.0627,5.66,3,0.232
1028444303,39.0820817,-99.3458772,234,0.008312993,9.424566,940,0.622,0.246,37,0.0779,2.61,92,0.289
1030614713,39.0922596,-99.3590939,242,0.008480478,9.179003,1073,0.694,0.212,27,0.0625,9,7,0.141
1001289651,39.1338564,-99.3035282,230,0.008926323,8.995719,905,0.698,0.266,11,0.0895,5.12,247,0.192
1006044153,39.1113258,-99.2301184,202,0.008357356,9.23624,953,0.643,0.225,7,0.0714,1.67,20,0.231
1033664442,39.0459031,-99.2831484,231,0.008570958,9.633268,1033,0.617,0.284,33,0.0698,2.63,10,0.297
1001218289,39.1113258,-99.2301184,238,0.008793242,9.475908,1034,0.644,0.263,7,0.0828,5.69,2696,0.238
1001218131,39.1131464,-99.2277728,201,0.008580145,9.308509,1014,0.776,0.224,17,0.0685,3.66,119,0.25
1001218182,39.0458964,-99.2851737,235,0.008421955,9.411012,925,0.795,0.277,7,0.0619,7.38,16,0.156
1006048668,39.0459135,-99.279996,207,0.008908686,9.388933,1015,0.791,0.207,8,0.0724,4.39,25,0.293
1001218578,39.0624187,-99.2305099,223,0.008956759,9.560091,1051,0.706,0.241,46,0.0762,3.79,1281.84,0.173
1006513482,39.0641434,-99.2305937,208,0.008383102,9.3704,935,0.788,0.252,22,0.0676,5.73,1114.92,0.272
1001218579,39.0605205,-99.2294697,225,0.008665956,9.317229,1073,0.754,0.204,10,0.0705,1.39,118,0.139
1006048620,39.0657887,-99.2294313,236,0.008474911,9.212202,915,0.704,0.23,4,0.0885,8.98,66,0.145
1001217836,39.0688177,-99.2296598,234,0.008302859,9.029414,1014,0.616,0.221,10,0.0656,6.38,65,0.138
1001217837,39.0724087,-99.2280998,234,0.008071452,9.002957,1046,0.609,0.258,5,0.0742,1.88,48,0.194
1006048722,39.0644188,-99.2302737,204,0.008684245,8.902279,1019,0.616,0.208,44,0.0699,7.1,12,0.253
1006043490,39.0713291,-99.2304011,227,0.008361901,9.225046,983,0.799,0.259,37,0.0894,3.9,2,0.14
1001218639,39.1186313,-99.248177,217,0.008166207,8.885753,1046,0.672,0.221,27,0.0895,7.85,4257,0.243
1001218335,39.1203894,-99.2472096,245,0.008158543,9.10087,1057,0.64,0.259,6,0.0616,3.13,1158,0.147
1001215516,39.1203923,-99.2437192,243,0.008148893,8.747144,1035,0.648,0.241,9,0.082,4.86,286,0.203
1001215544,39.1113181,-99.2324449,230,0.007996005,9.066841,1049,0.668,0.261,34,0.0888,8.48,201,0.112
1001215541,39.1112949,-99.2394246,201,0.008061392,9.205432,924,0.743,0.211,28,0.0718,6.77,143,0.269
1001215515,39.1185814,-99.2413957,220,0.00820401,8.782651,1084,0.6,0.265,35,0.0653,3.41,75,0.167
1001215545,39.1158387,-99.2358872,206,0.008078212,9.485246,935,0.655,0.237,48,0.0795,3.05,50,0.194
1001215543,39.1131155,-99.2370791,227,0.008822127,8.81263,1091,0.618,0.273,5,0.0642,7.45,40,0.113
1006041523,39.1146547,-99.2386038,230,0.008119685,8.942193,918,0.739,0.235,40,0.0792,4.91,6,0.226
1001218301,39.1076073,-99.2655242,92,0.00063901,0.7727,1074,0.676,0.219,20,0.0716,3.72,17000,0.136
1001218300,39.1094346,-99.2620096,208,0.000668066,0.823641,908,0.605,0.259,17,0.0672,5.24,6308,0.263
1001219140,39.1094201,-99.2654995,259,0.000681872,0.791007,1012,0.696,0.238,8,0.0832,9.24,3432,0.169
1001218415,39.0823838,-99.2142408,274,0.000647324,0.785997,965,0.77,0.253,23,0.0678,8.88,3220,0.122
1001218416,39.0822391,-99.2199308,177,0.000656706,0.816517,1021,0.743,0.259,29,0.0721,9.23,2261,0.197
1001218299,39.1093782,-99.2597192,223,0.000674391,0.780296,1026,0.782,0.273,25,0.0852,2.61,2221,0.194
1001218651,39.0878218,-99.2142579,106,0.000694826,0.7823,970,0.773,0.25,25,0.0896,2.68,2037,0.151
1001218302,39.1075888,-99.2620312,299,0.000690708,0.810024,930,0.77,0.201,44,0.0831,9.1,1805,0.16
1001218307,39.1076589,-99.2596897,254,0.000653071,0.78752,944,0.74,0.223,25,0.0751,5.39,1266,0.111
1001218414,39.0837431,-99.2203021,255,0.000680827,0.794303,1038,0.783,0.271,31,0.0635,3.11,476,0.191
1001216546,39.0841669,-99.2154092,170,0.000663874,0.785549,917,0.786,0.262,2,0.0892,1.31,279,0.16
1001218649,39.0820791,-99.2396997,296,0.000694245,0.778939,1035,0.717,0.22,4,0.0652,4.51,120,0.221
1001216547,39.0822951,-99.2177288,101,0.00069311,0.787715,990,0.695,0.229,7,0.079,3.36,46,0.283
1001216548,39.0841078,-99.2177346,182,0.000687644,0.793765,1096,0.709,0.215,32,0.0737,3.52,39,0.249
1043683697,39.0837254,-99.2165706,276,0.00067896,0.78158,1089,0.777,0.234,37,0.0893,6.55,25,0.201
1044000953,39.0823218,-99.2162994,180,0.000674248,0.777898,1021,0.641,0.236,6,0.0623,9.31,25,0.241
1044571922,39.0877347,-99.2303341,149,0.000689113,0.785267,933,0.62,0.291,22,0.0868,1.46,10,0.259
1033660765,39.1040008,-99.2609203,191,0.000699178,0.777828,1053,0.72,0.26,13,0.079,2.15,3500,0.134
1001218305,39.1058274,-99.2655202,297,0.000653335,0.825882,1068,0.681,0.298,39,0.0632,9.32,3000,0.293
1001218304,39.1039267,-99.265539,193,0.000664828,0.778369,1003,0.671,0.209,20,0.0664,6.04,2500,0.176
1001218303,39.1058185,-99.2597323,230,0.000686952,0.814482,970,0.611,0.212,45,0.0707,6.29,2000,0.102
1001218306,39.1057473,-99.2616614,221,0.000644797,0.813241,955,0.726,0.221,29,0.0784,6.03,384,0.297
1001218689,39.1039815,-99.2655735,232,0.000669094,0.77646,1084,0.777,0.239,21,0.0811,8.2,162,0.283
1001218269,39.0541503,-99.2399263,222,0.000644201,0.785711,934,0.627,0.236,45,0.085,3,144,0.246
1029095999,39.1045382,-99.2637999,277,0.000678386,0.79412,1040,0.792,0.232,7,0.0688,5.34,56,0.159
1001218205,39.0843377,-99.2395574,167,0.000683011,0.827534,911,0.743,0.282,36,0.066,9.71,25,0.153
1001218206,39.0841174,-99.2372379,233,0.000661342,0.79333,916,0.628,0.273,6,0.0767,1.53,25,0.146
1001218207,39.0839184,-99.2350274,246,0.000683127,0.82981,1038,0.761,0.227,3,0.0607,6.48,25,0.117
1001218208,39.0828285,-99.237369,143,0.000694236,0.796952,1069,0.664,0.214,28,0.0846,2.29,25,0.136
1002909627,39.0748271,-99.2398558,129,0.000692632,0.829735,1045,0.678,0.219,36,0.0603,4.41,24,0.169
1034974627,39.1039878,-99.2607407,251,0.00066968,0.786567,1017,0.658,0.214,23,0.0865,3.07,8,0.133
1006044705,39.1045932,-99.2637675,260,0.000687254,0.817855,973,0.779,0.224,9,0.0754,9.12,2,0.248
1001217827,39.0650329,-99.2375594,118,0.000682016,0.77721,986,0.765,0.242,7,0.0675,4.47,2346,0.223
1001218580,39.0623249,-99.2329381,107,0.000648473,0.826749,1089,0.705,0.281,2,0.0645,3.88,1596.48,0.158
1001218581,39.0641377,-99.2329188,246,0.000640361,0.806553,1058,0.621,0.3,14,0.0839,2.33,1441.68,0.254
1001219114,39.062459,-99.2353815,242,0.000683266,0.829777,1039,0.613,0.244,17,0.0893,4.93,1356,0.108
1001218209,39.0802926,-99.2350692,203,0.000656208,0.777357,1070,0.646,0.25,44,0.0796,7.24,138,0.19
1001217833,39.0659449,-99.2352247,172,0.000650591,0.811863,1075,0.677,0.298,26,0.0869,4.83,108,0.209
1002909577,39.0803062,-99.232673,203,0.000639126,0.805899,998,0.748,0.287,46,0.0764,5.61,40,0.132
1006048496,39.0659397,-99.2373726,106,0.000658105,0.820432,1051,0.739,0.297,35,0.0675,1.18,24,0.122
1006043229,39.0605865,-99.2328404,181,0.000655471,0.818338,935,0.711,0.21,27,0.0634,2.03,18,0.13
1002910694,39.0875773,-99.2291715,248,0.000664652,0.824295,1092,0.732,0.294,50,0.0789,4.3,5617,0.247
1001215628,39.0839448,-99.2303761,110,0.000652982,0.803395,942,0.782,0.243,35,0.0808,3.06,125,0.24
1043231883,39.0841093,-99.2303758,110,0.00063973,0.789668,918,0.667,0.224,11,0.0713,8.33,5,0.144
1001215603,39.0947987,-99.2383393,261,0.000667154,0.802414,1056,0.799,0.229,24,0.0785,1.21,96943,0.167
1001215605,39.0936591,-99.238402,240,0.000697366,0.796845,945,0.741,0.26,24,0.0607,1.56,70475,0.274
1001215602,39.0949998,-99.2337596,191,0.000652212,0.814261,1009,0.694,0.282,38,0.0695,9.01,24652,0.282
1001215599,39.0913744,-99.2337899,277,0.000665656,0.802549,902,0.751,0.207,42,0.0663,6.21,16948,0.148
1001215598,39.0895427,-99.2291532,275,0.000656968,0.785004,907,0.752,0.245,22,0.0611,4.77,14686,0.128
1001215601,39.0931871,-99.2337748,155,0.000676288,0.804785,906,0.665,0.221,28,0.0861,5.27,12875,0.27
1001215604,39.0930874,-99.2295112,210,0.000661988,0.789125,919,0.727,0.235,45,0.0714,5.24,8577,0.277
1001215612,39.0949809,-99.2291077,271,0.000639616,0.78693,903,0.617,0.228,31,0.086,3.99,6889,0.292
1001215600,39.0904491,-99.2291456,134,0.000693961,0.799682,1011,0.708,0.231,9,0.0718,5.55,3863,0.243
1001218373,39.0895617,-99.2338051,178,0.00064341,0.790743,1100,0.767,0.208,41,0.0866,3.79,2573,0.246
1001215613,39.0904871,-99.2384957,131,0.000685137,0.820626,1014,0.768,0.25,44,0.0625,7.33,126,0.274
1035180321,39.094569,-99.2358729,299,0.000677831,0.817595,914,0.63,0.264,34,0.0704,6.13,99,0.254
1006042760,39.0921383,-99.2359122,203,0.000650439,0.818096,940,0.686,0.201,7,0.0716,6.91,55,0.119
1001218392,39.0877493,-99.2339066,101,0.000683028,0.82252,905,0.759,0.29,21,0.0866,9.83,50,0.237
1006042086,39.0934239,-99.2244687,224,0.000672052,0.825692,911,0.767,0.244,29,0.0861,7.42,30,0.3
1001215629,39.0875675,-99.2396083,167,0.000682399,0.811901,964,0.745,0.286,6,0.0751,9.82,25,0.232
1001215630,39.0866777,-99.2400766,255,0.000679233,0.803817,972,0.783,0.299,29,0.0896,7.73,25,0.146
1001215631,39.0854991,-99.2376977,121,0.000695723,0.781615,930,0.687,0.253,3,0.0663,6.64,25,0.121
1001215632,39.0857314,-99.2350065,198,0.000681448,0.785559,1025,0.616,0.219,4,0.083,9.04,25,0.245
1001215633,39.0875311,-99.2373114,297,0.000683133,0.78125,902,0.645,0.231,1,0.0721,7.67,25,0.227
1002910585,39.0877729,-99.2397214,288,0.00064845,0.778721,949,0.658,0.248,35,0.0878,9.22,25,0.242
1037236155,39.0859289,-99.2393981,184,0.000660658,0.789881,908,0.624,0.25,28,0.0703,4.19,17,0.156
1006042756,39.0904608,-99.2314947,137,0.000655191,0.792985,1066,0.745,0.235,50,0.0732,1.81,16,0.198
1006042758,39.0941293,-99.2317686,278,0.00068822,0.797997,971,0.611,0.292,20,0.0807,4.36,14,0.137
1035850975,39.0904598,-99.2317652,214,0.000681633,0.788059,912,0.71,0.211,7,0.0702,9.54,10,0.206
1034974548,39.0924361,-99.231455,248,0.000670266,0.781356,1064,0.664,0.235,3,0.0848,6.56,4.5,0.243
1006048328,39.0857294,-99.2353589,299,0.00065373,0.781903,956,0.694,0.274,46,0.0613,4.75,2,0.295
1001216416,39.0803184,-99.230532,240,0.000640987,0.78532,1059,0.638,0.272,49,0.0724,4.37,25,0.145
1001216417,39.0748935,-99.2281548,120,0.000692916,0.779898,927,0.692,0.245,21,0.0895,5.98,25,0.215
1001218204,39.0830186,-99.233875,233,0.000695051,0.79461,915,0.783,0.201,32,0.0827,5.07,15,0.149
1039254106,39.0730108,-99.2421547,172,0.000652642,0.784214,1063,0.663,0.204,44,0.0615,6.51,25,0.195
1001217835,39.0686586,-99.2375209,220,0.000686948,0.810814,1014,0.799,0.221,45,0.0755,1.71,120,0.123
1001217834,39.0722956,-99.2328321,146,0.000647176,0.785889,929,0.708,0.28,14,0.0775,5.65,47,0.103
1006042420,39.0677766,-99.2353708,126,0.000662382,0.793948,922,0.635,0.238,12,0.075,7.78,5,0.257
1001217619,39.0613891,-99.2422036,124,0.00069963,0.773333,903,0.764,0.233,45,0.0771,1.88,600,0.121
1001217622,39.0613309,-99.2491789,240,0.000658252,0.785729,1021,0.699,0.288,22,0.082,2.59,405,0.275
1001217621,39.0613181,-99.2471004,157,0.000675483,0.787384,1037,0.737,0.25,34,0.0807,6.89,206,0.299
1001217620,39.0631728,-99.2456894,131,0.000671421,0.792282,1076,0.749,0.292,15,0.0776,5.75,100,0.119
1001217921,39.0640502,-99.249176,122,0.000676362,0.773732,997,0.739,0.299,11,0.0605,1.38,80,0.164
1006043227,39.0605088,-99.24435,182,0.000668172,0.808207,1091,0.639,0.266,9,0.0613,6.63,31,0.16
1006048502,39.0625484,-99.2444817,228,0.000647798,0.821954,1075,0.775,0.287,20,0.0783,8.97,25,0.29
1001219119,39.0630967,-99.24725,136,0.000692038,0.776661,1093,0.707,0.202,49,0.0797,7.41,21.6,0.121
1006048624,39.0641171,-99.2444413,273,0.000645884,0.775424,918,0.721,0.3,9,0.0802,6.51,10,0.269
1001289442,39.1393538,-99.2589787,190,0.000645946,0.788026,952,0.788,0.26,12,0.078,4.92,132,0.117
1001289443,39.1357245,-99.2566201,218,0.00066593,0.799253,1049,0.61,0.21,42,0.064,9.13,60,0.261
1001289441,39.137541,-99.2589632,93,0.08720978,43.8344,1013,0.641,0.265,47,0.0773,6.07,27.6,0.234
1006039792,39.0592464,-99.1703633,205,0.00181979,2.2321,909,0.666,0.208,19,0.0872,5.28,35,0.117
1001217925,39.0464958,-99.1809044,229,0.001955747,2.886198,987,0.696,0.219,36,0.0799,4.03,25,0.216
1023732394,39.0445107,-99.1591938,245,0.001877273,2.635401,925,0.65,0.277,44,0.0751,6.5,18,0.247
1001215571,39.0919217,-99.1771542,240,0.001900877,2.460782,984,0.784,0.2,43,0.0823,5.44,4300,0.257
1001215570,39.0901089,-99.1771542,208,0.001843349,2.764098,1033,0.658,0.212,44,0.0701,8.33,688,0.252
1006042134,39.0920234,-99.1841323,205,0.001876579,2.751507,989,0.698,0.27,30,0.0703,4.49,20,0.217
1001216514,39.0737254,-99.1772041,207,0.00190711,2.816424,983,0.648,0.263,28,0.0675,9.78,48225,0.204
1001216517,39.0646029,-99.1819415,242,0.001910717,2.385574,1032,0.704,0.242,40,0.0874,9.46,16016,0.147
1001216515,39.0718837,-99.1795468,204,0.001969172,2.35652,977,0.724,0.277,43,0.0884,5.85,15667,0.184
1001216518,39.0664741,-99.1772106,224,0.001978335,2.757238,1037,0.628,0.256,29,0.0702,5.29,9753,0.283
1001216520,39.0637546,-99.1772366,214,0.001887388,2.957932,1069,0.677,0.268,49,0.0866,6.21,5301,0.112
1001216516,39.0682576,-99.1795815,229,0.001953399,2.366108,942,0.714,0.263,14,0.0606,9.16,4230,0.198
1001218505,39.0698169,-99.1845373,231,0.001860042,2.951839,1024,0.678,0.209,23,0.0695,9,3024,0.273
1001216524,39.0609776,-99.1819133,238,0.001890833,2.734896,993,0.645,0.231,10,0.0742,3.35,3000,0.209
1001216506,39.0718262,-99.1841975,229,0.001905986,2.784006,1042,0.74,0.215,48,0.0828,3.85,2773,0.187
1001216509,39.071761,-99.1818166,231,0.001997824,2.598984,1065,0.754,0.223,42,0.0622,4.64,2708,0.196
1001216508,39.0681062,-99.18417,239,0.001867977,2.770594,1078,0.749,0.267,25,0.0782,6.84,2633,0.127
1001216507,39.0735795,-99.1817921,213,0.001890857,2.437861,969,0.728,0.226,28,0.0672,1.19,2528,0.127
1001216512,39.0699454,-99.1818339,230,0.001954845,2.756915,952,0.7,0.289,21,0.0669,5.65,2402,0.298
1001216511,39.0663547,-99.1841909,211,0.00190468,2.67103,1004,0.678,0.297,25,0.0697,3.48,2359,0.133
1001216513,39.0636627,-99.1795626,223,0.001929911,2.953875,990,0.687,0.255,34,0.0624,4.83,2310,0.152
1001216510,39.0735947,-99.1794805,249,0.001866958,2.405438,903,0.776,0.283,15,0.0672,3.77,2285,0.29
1001216505,39.0736392,-99.1841802,205,0.00194953,2.518287,901,0.757,0.21,19,0.0725,8.4,1866,0.266
1001216521,39.0610199,-99.1784881,232,0.001889017,2.458237,997,0.629,0.26,47,0.0722,9.93,846,0.163
1001216519,39.070017,-99.1772396,218,0.001967486,2.948702,968,0.704,0.298,21,0.0715,4.67,675,0.282
1001216522,39.0627755,-99.1831215,214,0.001949763,2.569338,905,0.724,0.246,3,0.0609,5.55,88,0.22
1040988849,39.065098,-99.1796545,221,0.001890706,2.308877,970,0.683,0.245,42,0.082,4.58,70,0.287
1001218135,39.0700706,-99.1795641,233,0.001919816,2.929499,995,0.691,0.227,33,0.0807,9.35,58,0.263
1001218136,39.0651111,-99.1774878,239,0.001962046,2.417065,906,0.698,0.201,26,0.0804,3.77,55,0.103
1001216523,39.066431,-99.1806986,238,0.001992858,2.669689,987,0.698,0.281,42,0.0737,8.94,45,0.296
1001216525,39.0645749,-99.184204,210,0.001954298,2.90882,1004,0.604,0.25,34,0.087,5.48,32,0.211
1001218051,39.046516,-99.1774174,216,0.001910021,2.743493,1091,0.7,0.283,9,0.0704,8.4,25,0.119
1006042404,39.0683684,-99.1817293,224,0.001858048,2.314474,1041,0.716,0.295,33,0.0654,6.89,11,0.166
1006047945,39.0729246,-99.17905,234,0.001951116,2.603589,1040,0.701,0.227,11,0.0794,5.46,8,0.165
1001217695,39.052072,-99.1611682,207,0.001838191,2.377535,964,0.624,0.26,30,0.0835,2.97,40,0.248
1001218050,39.0483423,-99.1750813,215,0.001929078,2.352384,1006,0.671,0.298,48,0.0712,5.04,10,0.213
1001218604,39.0468343,-99.1746175,201,0.001879094,2.738843,928,0.612,0.242,19,0.0794,9.42,104,0.101
1001219123,39.0555131,-99.1840199,234,0.001820245,2.304379,1086,0.8,0.28,12,0.0671,1.79,3120,0.119
1001216656,39.0572144,-99.1819342,207,0.001916442,2.627482,1099,0.713,0.264,46,0.0739,8.63,1970,0.122
1001217693,39.0591936,-99.1795766,217,0.001854799,2.789259,908,0.767,0.271,32,0.0894,1.47,256,0.179
1001217694,39.054659,-99.1818532,238,0.001951671,2.666787,1047,0.778,0.214,42,0.0634,7.51,67,0.178
1001217684,39.0544861,-99.1958962,222,0.001913256,2.816928,923,0.613,0.278,3,0.0742,2.4,2789,0.189
1001217685,39.053584,-99.1982225,239,0.001859095,2.881742,936,0.789,0.255,42,0.0864,2.67,74,0.16
1001218044,39.051796,-99.1959054,211,0.001910837,2.736509,981,0.752,0.234,35,0.089,8.11,163,0.127
1031009903,39.0463573,-99.1959284,244,0.001936583,2.323104,1033,0.72,0.259,15,0.0759,7.52,33,0.202
1002911002,39.0463576,-99.1958996,216,0.00195519,2.755147,983,0.757,0.287,5,0.0877,9.38,25,0.123
1006042368,39.0535342,-99.20051,241,0.001938399,2.68403,1059,0.694,0.259,29,0.0669,9.14,10,0.203
1006041155,39.0553242,-99.2028255,209,0.001937045,2.717911,1068,0.601,0.27,25,0.0883,1.7,6,0.114
1001218371,39.0896685,-99.3065983,206,0.001990221,2.283533,985,0.651,0.246,9,0.0633,8.43,3814,0.279
1001215521,39.1112629,-99.257777,250,0.001945669,2.522687,929,0.689,0.243,24,0.0821,4.39,3500,0.145
1001215522,39.1130854,-99.251934,212,0.001976866,2.423297,994,0.709,0.229,23,0.0626,9.53,3500,0.199
1001215519,39.1112744,-99.2507974,221,0.001841973,2.65118,965,0.708,0.261,26,0.0892,9.72,3015,0.238
1001215523,39.115795,-99.2577103,246,0.001892634,2.318071,975,0.711,0.244,11,0.0897,6.35,3000,0.177
1001215524,39.1157988,-99.2553838,212,0.001976169,2.553101,1014,0.647,0.263,1,0.074,5.69,3000,0.261
1002910962,39.1130777,-99.2565871,227,0.001829599,2.260286,1087,0.7,0.277,41,0.0749,7.02,3000,0.125
1001215520,39.1167129,-99.2507174,214,0.001872609,2.607598,1024,0.766,0.284,20,0.0813,1.41,2566,0.193
1001217649,39.0914978,-99.3066014,239,0.001878517,2.423117,1075,0.747,0.223,11,0.0818,7.13,530,0.184
1001218342,39.1149155,-99.2414379,240,0.001979632,2.328478,906,0.644,0.25,43,0.0672,6.97,240,0.129
1001215518,39.1121962,-99.2414779,206,0.001894085,2.652507,1074,0.689,0.227,5,0.0738,4.83,150,0.228
1001215517,39.1167245,-99.2437377,245,0.00187754,2.679476,1025,0.742,0.22,46,0.0719,2.73,100,0.211
1044122120,39.0753686,-99.3102083,232,0.001986953,2.528019,924,0.614,0.259,10,0.0604,1.42,60,0.287
1001217650,39.0897064,-99.308952,244,0.001892762,2.612641,1008,0.765,0.259,16,0.0805,8.32,30,0.181
1001215527,39.11315,-99.24704,242,0.001959861,2.473276,1006,0.748,0.241,25,0.0815,4.56,4379,0.14
1001215526,39.116702,-99.248278,238,0.001824963,2.643288,974,0.715,0.3,10,0.0663,5.23,3850,0.16
1001215528,39.1149059,-99.2472542,213,0.001974743,2.323045,1062,0.747,0.205,48,0.0813,5.75,3343,0.23
1001218005,39.0897275,-99.3112777,241,0.001974105,2.780122,1080,0.694,0.24,14,0.0638,1.75,3000,0.12
1001215525,39.1112783,-99.2484708,247,0.001825842,2.349641,956,0.611,0.236,24,0.0828,7.55,2500,0.24
1001217734,39.084359,-99.3016597,231,0.001939546,2.319597,938,0.734,0.249,15,0.0733,9,1766,0.122
1002910349,39.0831784,-99.2974397,216,0.001919327,2.550481,1017,0.789,0.212,42,0.0843,8.41,205,0.275
1001216400,39.1194744,-99.2576827,245,0.00189408,2.45863,1002,0.63,0.28,18,0.09,6.16,1482,0.195
1001216401,39.1185699,-99.2553575,227,0.001998914,2.377268,946,0.658,0.248,18,0.0666,1.9,385,0.163
1001217666,39.0842678,-99.3089287,218,0.001976241,2.858286,1078,0.799,0.237,5,0.0695,5.59,99,0.173
1043685857,39.0767886,-99.3135077,209,0.001889751,2.833357,943,0.772,0.282,45,0.0781,6.29,50,0.133
1013329221,39.0877276,-99.3043304,202,0.001826902,2.676003,1069,0.788,0.206,38,0.0871,7.72,3000,0.268
1001217732,39.0868895,-99.2997797,248,0.001949385,2.351233,1023,0.633,0.232,43,0.0668,2.27,2911,0.161
1006794806,39.0868038,-99.2973712,207,0.001878348,2.502286,1028,0.623,0.274,26,0.0889,8.75,2911,0.238
1001217733,39.0859091,-99.3020392,233,0.001885684,2.300638,1089,0.647,0.275,34,0.0634,4.3,2440,0.239
1001217731,39.0877102,-99.2973541,226,0.001878554,2.777475,980,0.664,0.26,40,0.0844,2.54,879,0.269
1001217669,39.0877218,-99.302005,218,0.001883513,2.729,1057,0.663,0.25,43,0.0782,9.91,445,0.147
1001217648,39.0897477,-99.313503,214,0.001828384,2.417661,904,0.616,0.217,39,0.0653,8.75,100,0.191
1001217670,39.0750619,-99.3138715,225,0.001889299,2.573679,1043,0.641,0.26,49,0.0853,5.4,3000,0.182
1002910227,39.076819,-99.3135757,210,0.001901731,2.802023,1021,0.775,0.213,13,0.0793,9.85,3000,0.162
1002911027,39.0733743,-99.314183,210,0.001852126,2.928524,1086,0.67,0.251,42,0.0807,5.94,3732,0.14
1001218165,39.0695882,-99.3138258,204,0.001820906,2.801515,1021,0.732,0.275,1,0.0613,9.81,3000,0.103
1001218166,39.0678194,-99.3138167,233,0.00186398,2.266295,951,0.701,0.262,17,0.0841,4.45,3000,0.194
1001218167,39.0676491,-99.309617,248,0.001838991,2.489078,958,0.609,0.204,22,0.0772,4.2,3000,0.293
1001218168,39.0713339,-99.309227,233,0.001997716,2.47552,923,0.761,0.216,12,0.0763,9.87,1924,0.101
1001218169,39.0713415,-99.3115521,97,0.00749628,8.2328,1055,0.743,0.26,37,0.0787,7.42,1797,0.22
1002910588,39.1112783,-99.2484708,640,0.009313573,10.198818,955,0.77,0.289,31,0.0878,4.07,49,0.291
1001219148,39.0966914,-99.2661307,171,0.007920245,9.985934,928,0.639,0.263,39,0.0657,2.92,299,0.118
1001219147,39.1021697,-99.2653257,720,0.008546328,8.919589,1068,0.704,0.272,20,0.0824,4.3,84,0.229
1027629541,39.1002877,-99.2610451,701,0.008787073,9.427988,997,0.653,0.204,7,0.0773,6.76,36,0.25
1001218699,39.0985629,-99.2608107,149,0.007437925,9.078189,1049,0.634,0.207,22,0.0827,4.2,27,0.172
1001219149,39.1018266,-99.2613809,457,0.006872931,9.442219,1047,0.647,0.258,27,0.0856,6.15,26,0.151
1026517985,39.098441,-99.2606731,407,0.008720564,10.340056,929,0.786,0.263,15,0.0717,9.01,25,0.142
1033431597,39.1012545,-99.2632244,388,0.009235872,9.549776,975,0.758,0.236,31,0.0728,1.67,11,0.176
1006047837,39.0976122,-99.2631344,672,0.008815671,8.813439,986,0.622,0.263,12,0.075,2.3,10,0.202
